captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs10black,prices.cardmarket.graded.bgs.bgs10pristine,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,390,Rond,rond,DRI 189,189,826063,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,110,22265,https://images.tcggo.com/tcggo/storage/22294/rapidash-dri-189-destined-rivals.png,https://www.tcggo.com/external/cm/22265,https://www.tcggo.com/external/tcgplayer/22265,Rapidash,Rapidash 189,7.16,6.2,619,EUR,,,,,,,,,155,,39,8,5.9,5.9,4.99,4.99,8.99,8.5,8.5,1.8,1.8,USD,58.98,5,,,18.99,3,21.17,5,,,,,22.12,3,44.19,5,,,,,10.5,5,111.51,5,13.39,1,17.69,5,19.4,5,,,97.31,5,,,,,24.1,5,EUR,7.71,6.68,Illustration Rare,rapidash,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/rapidash-189,sv10-189,632989,singles
2026-08-23T17:19:56+02:00,,459,GIDORA,gidora,DRI 190,190,826064,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,170,22266,https://images.tcggo.com/tcggo/storage/22295/ethans-typhlosion-dri-190-destined-rivals.png,https://www.tcggo.com/external/cm/22266,https://www.tcggo.com/external/tcgplayer/22266,Ethan's Typhlosion,Ethan's Typhlosion 190,22.96,20.69,701,EUR,,,,,,79,,,395,35,54,21.71,16,16,18.95,18.95,26,39,39,11.99,11.99,USD,85.32,5,,,20.83,3,24.73,5,,,,,56.07,5,85.23,5,,,19,1,24.22,5,251.2,5,15.79,4,21.25,5,35.89,5,89.87,2,270.82,5,,,,,53.82,5,EUR,22.5,22.91,Illustration Rare,ethans-typhlosion,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/ethans-typhlosion-190,sv10-190,632990,singles
2026-08-23T17:19:56+02:00,,405,nagimiso,nagimiso,DRI 191,191,826065,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,130,22267,https://images.tcggo.com/tcggo/storage/22296/team-rockets-houndoom-dri-191-destined-rivals.png,https://www.tcggo.com/external/cm/22267,https://www.tcggo.com/external/tcgplayer/22267,Team Rocket's Houndoom,Team Rocket's Houndoom 191,12.2,10.65,775,EUR,,,,,,44,,,180,30,39,12.9,8,8,7.45,7.45,12.9,19.5,19.5,4.94,4.94,USD,64.47,5,,,14.8,5,19.13,5,,,13.38,1,24.98,3,50.84,5,,,,,12.27,5,133.81,5,15.43,2,21.41,5,20.74,5,50,1,150.76,5,,,,,24.98,5,EUR,10.85,12.76,Illustration Rare,team-rockets-houndoom,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-houndoom-191,sv10-191,632991,singles
2026-08-23T17:19:56+02:00,,414,kodama,kodama,DRI 192,192,826066,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,170,22268,https://images.tcggo.com/tcggo/storage/22297/blaziken-dri-192-destined-rivals.png,https://www.tcggo.com/external/cm/22268,https://www.tcggo.com/external/tcgplayer/22268,Blaziken,Blaziken 192,9.72,8.94,668,EUR,,45,,,,,,,169,,45,9,6.99,6.99,8.9,8.9,9,19.97,19.97,4.8,4.8,USD,49.55,5,,,,,15.96,5,,,,,,,49.06,5,,,0.74,1,12,3,177.51,5,11.6,1,12.27,5,16.35,5,,,115.97,5,,,,,20.52,5,EUR,8.41,9.57,Illustration Rare,blaziken,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/blaziken-192,sv10-192,632992,singles
2026-08-23T17:19:56+02:00,,394,OKACHEKE,okacheke,DRI 193,193,826067,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,70,22269,https://images.tcggo.com/tcggo/storage/22298/mistys-psyduck-dri-193-destined-rivals.png,https://www.tcggo.com/external/cm/22269,https://www.tcggo.com/external/tcgplayer/22269,Misty's Psyduck,Misty's Psyduck 193,52.81,50.49,663,EUR,,200,,,,90,,,420,,100,56.81,41.99,41.99,30,30,61.99,60,60,23.95,23.95,USD,142.5,5,43.64,1,42.3,1,50.1,5,,,,,70.56,5,160.56,5,,,,,54.56,5,344.85,5,47,4,52.7,5,70.56,5,,,286.64,5,,,47.5,1,70.55,5,EUR,53.04,51.64,Illustration Rare,mistys-psyduck,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/mistys-psyduck-193,sv10-193,632993,singles
2026-08-23T17:19:56+02:00,,365,Orca,orca,DRI 194,194,826068,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,110,22270,https://images.tcggo.com/tcggo/storage/22299/mistys-lapras-dri-194-destined-rivals.png,https://www.tcggo.com/external/cm/22270,https://www.tcggo.com/external/tcgplayer/22270,Misty's Lapras,Misty's Lapras 194,26.82,26.56,668,EUR,,,,,,,,,370,50,60,25,23,23,19.75,19.75,25,29,29,11.79,11.79,USD,91.52,5,,,25.38,5,32,5,,,,,37.2,4,111.77,5,,,,,26.8,5,238.25,5,26.84,5,26.8,5,37.74,5,,,214.43,5,,,26.06,3,59.23,5,EUR,28.44,25.71,Illustration Rare,mistys-lapras,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/mistys-lapras-194,sv10-194,632994,singles
2026-08-23T17:19:56+02:00,,783,Mori Yuu,mori-yuu,DRI 195,195,826069,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,60,22271,https://images.tcggo.com/tcggo/storage/22300/clamperl-dri-195-destined-rivals.png,https://www.tcggo.com/external/cm/22271,https://www.tcggo.com/external/tcgplayer/22271,Clamperl,Clamperl 195,3.05,2.91,777,EUR,,,,,,,,,160,,35,1.5,2.48,2.48,2,2,1.5,3.7,3.7,1.14,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,4.55,2.89,Illustration Rare,clamperl,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/clamperl-195,sv10-195,632995,singles
2026-08-23T17:19:56+02:00,,784,Nakamura Ippan,nakamura-ippan,DRI 196,196,826070,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,60,22272,https://images.tcggo.com/tcggo/storage/22301/electrike-dri-196-destined-rivals.png,https://www.tcggo.com/external/cm/22272,https://www.tcggo.com/external/tcgplayer/22272,Electrike,Electrike 196,2.71,2.64,750,EUR,,,,,,,35,,69,,,3,1.9,1.9,1.99,1.99,3,3.99,3.99,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.68,2.56,Illustration Rare,electrike,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/electrike-196,sv10-196,632996,singles
2026-08-23T17:19:56+02:00,,412,Taiga Kayama,taiga-kayama,DRI 197,197,826071,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,60,22273,https://images.tcggo.com/tcggo/storage/22302/rotom-dri-197-destined-rivals.png,https://www.tcggo.com/external/cm/22273,https://www.tcggo.com/external/tcgplayer/22273,Rotom,Rotom 197,2.65,2.44,898,EUR,,,,,,,,,90,,22,2.5,1.5,1.5,2.2,2.2,2.5,3,3,0.69,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,3.38,3.41,Illustration Rare,rotom,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/rotom-197,sv10-197,632997,singles
2026-08-23T17:19:56+02:00,,359,HYOGONOSUKE,hyogonosuke,DRI 198,198,826072,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,130,22274,https://images.tcggo.com/tcggo/storage/22303/team-rockets-orbeetle-dri-198-destined-rivals.png,https://www.tcggo.com/external/cm/22274,https://www.tcggo.com/external/tcgplayer/22274,Team Rocket's Orbeetle,Team Rocket's Orbeetle 198,3.22,2.92,803,EUR,,,,,,,,,130,30,29,2.97,2.4,2.4,1.75,1.75,2.97,4.5,4.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,3.03,3.32,Illustration Rare,team-rockets-orbeetle,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-orbeetle-198,sv10-198,632998,singles
2026-08-23T17:19:56+02:00,,465,Yukihiro Tada,yukihiro-tada,DRI 199,199,826073,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,130,22275,https://images.tcggo.com/tcggo/storage/22304/team-rockets-weezing-dri-199-destined-rivals.png,https://www.tcggo.com/external/cm/22275,https://www.tcggo.com/external/tcgplayer/22275,Team Rocket's Weezing,Team Rocket's Weezing 199,8.39,8.27,686,EUR,,,,,,39,50,,30,,44,9,6.99,6.99,5.9,5.9,9,11.45,11.5,3.83,3.83,USD,48.57,5,,,,,20.19,5,,,,,42.39,1,48.32,5,,,,,14.99,5,100.36,5,8,4,17.83,5,17.84,5,,,56.53,5,,,17.84,1,22.29,3,EUR,6.34,6.84,Illustration Rare,team-rockets-weezing,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-weezing-199,sv10-199,632999,singles
2026-08-23T17:19:56+02:00,,426,Akira Komayama,akira-komayama,DRI 200,200,826074,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,80,22276,https://images.tcggo.com/tcggo/storage/22305/team-rockets-murkrow-dri-200-destined-rivals.png,https://www.tcggo.com/external/cm/22276,https://www.tcggo.com/external/tcgplayer/22276,Team Rocket's Murkrow,Team Rocket's Murkrow 200,6.83,6.75,704,EUR,,,,,,39,,,150,,,6,6.29,6.29,4.99,4.99,6,7.99,7.99,3,3,USD,44.6,5,,,,,19.77,5,,,,,,,57.28,5,,,3.25,1,12.33,2,107.05,5,,,11.28,5,19.54,5,,,76.2,5,,,,,20,3,EUR,6.96,8.15,Illustration Rare,team-rockets-murkrow,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-murkrow-200,sv10-200,633000,singles
2026-08-23T17:19:56+02:00,,388,Takumi Wada,takumi-wada,DRI 201,201,826064,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,130,22277,https://images.tcggo.com/tcggo/storage/22306/zamazenta-dri-201-destined-rivals.png,https://www.tcggo.com/external/cm/22277,https://www.tcggo.com/external/tcgplayer/22277,Zamazenta,Zamazenta 201,3.84,3.71,831,EUR,,,,,,,90,,149,,27,2.5,2,2,2.79,2.79,2.5,6.5,6.5,1,1,USD,,,,,,,,,,,,,19.99,1,29.99,5,,,,,15,1,79.99,5,10.5,2,11.5,5,18.2,5,,,75,3,,,,,,,EUR,4.8,3.58,Illustration Rare,zamazenta,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/zamazenta-201,sv10-201,633001,singles
2026-08-23T17:19:56+02:00,,399,Mékayu,mekayu,DRI 202,202,826076,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,90,22278,https://images.tcggo.com/tcggo/storage/22307/team-rockets-raticate-dri-202-destined-rivals.png,https://www.tcggo.com/external/cm/22278,https://www.tcggo.com/external/tcgplayer/22278,Team Rocket's Raticate,Team Rocket's Raticate 202,5.34,5.46,797,EUR,,75,,,,,,,27,,28,6,3.4,3.4,3.39,3.39,6,7,7.5,2.14,2.14,USD,,,,,,,16.79,5,,,,,,,43.73,5,,,,,13.38,3,107.04,5,5.58,1,11.53,5,15.02,5,,,62.17,5,,,,,16.96,1,EUR,4.45,5.14,Illustration Rare,team-rockets-raticate,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-raticate-202,sv10-202,633002,singles
2026-08-23T17:19:56+02:00,,410,Shimaris Yukichi,shimaris-yukichi,DRI 203,203,826077,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,70,22279,https://images.tcggo.com/tcggo/storage/22308/team-rockets-meowth-dri-203-destined-rivals.png,https://www.tcggo.com/external/cm/22279,https://www.tcggo.com/external/tcgplayer/22279,Team Rocket's Meowth,Team Rocket's Meowth 203,21.96,21.29,680,EUR,,140,,,,65,235,,275,40,67,22.5,16.98,16.98,15,15,23.4,35,35,10,10,USD,83.25,5,,,13.38,1,29.68,5,,,,,35.69,4,66.9,5,,,15.98,1,35.23,5,245.31,5,,,25.77,5,31.22,5,,,180.22,5,17.84,1,,,42.37,5,EUR,23.7,21.27,Illustration Rare,team-rockets-meowth,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-meowth-203,sv10-203,633003,singles
2026-08-23T17:19:56+02:00,,399,Mékayu,mekayu,DRI 204,204,826078,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,120,22280,https://images.tcggo.com/tcggo/storage/22309/kangaskhan-dri-204-destined-rivals.png,https://www.tcggo.com/external/cm/22280,https://www.tcggo.com/external/tcgplayer/22280,Kangaskhan,Kangaskhan 204,8.64,8.55,680,EUR,,,,,,44,64,,150,35,55,8.5,6.99,6.99,6,6,8.5,9.5,9.5,2.8,2.8,USD,57.42,5,,,,,16.79,5,,,,,,,129.34,5,,,,,8.55,2,119.31,5,10.78,5,13.37,5,21.4,5,,,133.81,5,,,,,26.75,5,EUR,9.09,8.85,Illustration Rare,kangaskhan,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/kangaskhan-204-1,sv10-204,633004,singles
2026-08-23T17:19:56+02:00,,528,Natsumi Yoshida,natsumi-yoshida,DRI 205,205,826079,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,120,22281,https://images.tcggo.com/tcggo/storage/22310/arvens-greedent-dri-205-destined-rivals.png,https://www.tcggo.com/external/cm/22281,https://www.tcggo.com/external/tcgplayer/22281,Arven's Greedent,Arven's Greedent 205,2.65,2.78,778,EUR,,,,,,,,,70,,40,2,1.9,1.9,3,3,2,3.45,3.5,0.75,0.75,USD,,,,,,,,,,,,,,,25,5,,,,,,,54.27,5,,,,,14.5,5,,,45,1,,,,,,,EUR,2.95,2.85,Illustration Rare,arvens-greedent,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/arvens-greedent-205,sv10-205,633005,singles
2026-08-23T17:19:56+02:00,,490,takuyoa,takuyoa,DRI 206,206,826080,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,280,22282,https://images.tcggo.com/tcggo/storage/22311/yanmega-ex-dri-206-destined-rivals.png,https://www.tcggo.com/external/cm/22282,https://www.tcggo.com/external/tcgplayer/22282,Yanmega ex,Yanmega ex 206,1.54,1.27,896,EUR,[],,,,,,,,,,,0.75,0.88,0.88,1.85,1.85,0.99,1.9,1.9,0.39,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.97,1.28,Ultra Rare,yanmega-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/yanmega-ex-206,sv10-206,633006,singles
2026-08-23T17:19:56+02:00,,475,PLANETA Tsuji,planeta-tsuji,DRI 207,207,826081,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,310,22283,https://images.tcggo.com/tcggo/storage/22312/arboliva-ex-dri-207-destined-rivals.png,https://www.tcggo.com/external/cm/22283,https://www.tcggo.com/external/tcgplayer/22283,Arboliva ex,Arboliva ex 207,2.06,2.06,564,EUR,[],,,,,,,,,,,1.5,0.79,0.79,1.6,1.6,1.5,2.3,2.3,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.9,2.56,Ultra Rare,arboliva-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/arboliva-ex-207,sv10-207,633007,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,DRI 208,208,826082,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,220,22284,https://images.tcggo.com/tcggo/storage/22313/team-rockets-moltres-ex-dri-208-destined-rivals.png,https://www.tcggo.com/external/cm/22284,https://www.tcggo.com/external/tcgplayer/22284,Team Rocket's Moltres ex,Team Rocket's Moltres ex 208,6.22,6.74,705,EUR,,35,,,,,35,,115,,50,5,3.99,3.99,5.5,5.5,5,6.5,6.5,2.3,2.3,USD,39.63,5,,,,,19.77,5,76.69,1,,,,,46.08,5,,,9.36,1,10.79,1,64.4,5,14.5,3,20.07,1,21.55,5,,,55,5,,,,,19.62,5,EUR,4.79,5.13,Ultra Rare,team-rockets-moltres-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-moltres-ex-208,sv10-208,633008,singles
2026-08-23T17:19:56+02:00,,371,aky CG Works,aky-cg-works,DRI 209,209,826083,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,230,22285,https://images.tcggo.com/tcggo/storage/22314/ethans-ho-oh-ex-dri-209-destined-rivals.png,https://www.tcggo.com/external/cm/22285,https://www.tcggo.com/external/tcgplayer/22285,Ethan's Ho-Oh ex,Ethan's Ho-Oh ex 209,5.39,6.44,665,EUR,,100,,,,,79,30,75,,,4.6,3.79,3.79,5.5,5.5,4.6,7,8,1.99,1.99,USD,,,,,,,,,,,,,,,32,5,,,,,,,46,5,,,21.5,3,19.99,5,,,59.47,4,,,,,,,EUR,4.65,4.68,Ultra Rare,ethans-ho-oh-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/ethans-ho-oh-ex-209,sv10-209,633009,singles
2026-08-23T17:19:56+02:00,,475,PLANETA Tsuji,planeta-tsuji,DRI 210,210,826084,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,300,22286,https://images.tcggo.com/tcggo/storage/22315/cetitan-ex-dri-210-destined-rivals.png,https://www.tcggo.com/external/cm/22286,https://www.tcggo.com/external/tcgplayer/22286,Cetitan ex,Cetitan ex 210,1.9,1.61,780,EUR,[],,,,,,,,,,,1.3,0.95,0.95,1,1,1.3,1.95,1.95,0.85,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.06,1.39,Ultra Rare,cetitan-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/cetitan-ex-210,sv10-210,633010,singles
2026-08-23T17:19:56+02:00,,489,N-DESIGN Inc.,n-design-inc,DRI 211,211,826085,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,260,22287,https://images.tcggo.com/tcggo/storage/22316/dondozo-ex-dri-211-destined-rivals.png,https://www.tcggo.com/external/cm/22287,https://www.tcggo.com/external/tcgplayer/22287,Dondozo ex,Dondozo ex 211,1.29,1.41,859,EUR,[],,,,,,,,,,,0.75,0.5,0.5,1,1,0.75,1.45,1.45,0.48,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.02,1.17,Ultra Rare,dondozo-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/dondozo-ex-211,sv10-211,633011,singles
2026-08-23T17:19:56+02:00,,384,PLANETA Mochizuki,planeta-mochizuki,DRI 212,212,826086,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,280,22288,https://images.tcggo.com/tcggo/storage/22317/electivire-ex-dri-212-destined-rivals.png,https://www.tcggo.com/external/cm/22288,https://www.tcggo.com/external/tcgplayer/22288,Electivire ex,Electivire ex 212,1.6,1.57,930,EUR,,,,,,,,,49,,,1,0.8,0.8,1.5,1.5,1,1.95,1.95,0.49,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.03,1.28,Ultra Rare,electivire-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/electivire-ex-212,sv10-212,633012,singles
2026-08-23T17:19:56+02:00,,371,aky CG Works,aky-cg-works,DRI 213,213,826087,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,280,22289,https://images.tcggo.com/tcggo/storage/22318/team-rockets-mewtwo-ex-dri-213-destined-rivals.png,https://www.tcggo.com/external/cm/22289,https://www.tcggo.com/external/tcgplayer/22289,Team Rocket's Mewtwo ex,Team Rocket's Mewtwo ex 213,17.34,18.26,690,EUR,,99,,,79,45,85,,44,49,59,18,12,12,17.99,17.99,18.45,22,22,9.9,9.9,USD,52.25,5,19.13,1,,,31.58,4,154.47,4,,,37.91,1,70.44,5,,,,,24.53,5,112.4,5,,,20.44,5,31.22,5,88.6,2,114.48,5,,,,,35.68,5,EUR,16.85,20.74,Ultra Rare,team-rockets-mewtwo-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-mewtwo-ex-213,sv10-213,633013,singles
