captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:06:43+02:00,,470,REND,rend,ASC 226,226,869837,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31677,https://images.tcggo.com/tcggo/storage/31898/psyduck-asc-226-ascended-heroes.png,https://www.tcggo.com/external/cm/31677,https://www.tcggo.com/external/tcgplayer/31677,Psyduck,Psyduck 226,,62.4,74.03,497,EUR,[],66.56,55,55,31,31,68.99,48.5,55,22.5,22.5,USD,129.05,5,,,65.87,5,69.43,5,1088.27,5,,,,,251.21,5,,,117.79,4,321.5,5,,,92.65,5,93.11,5,,,403.74,5,,,,,101.31,5,EUR,62.21,Illustration Rare,psyduck,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/psyduck-226,me2pt5-226,676038,singles
2026-08-23T17:06:43+02:00,,422,Dsuke,dsuke,ASC 227,227,869838,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31678,https://images.tcggo.com/tcggo/storage/31917/snorunt-asc-227-ascended-heroes.png,https://www.tcggo.com/external/cm/31678,https://www.tcggo.com/external/tcgplayer/31678,Snorunt,Snorunt 227,,4.45,4.16,728,EUR,[],4.69,3.44,3.44,5,5,4.75,3.8,3.99,1.8,1.8,USD,49.88,3,,,,,,,,,,,,,70.87,1,,,,,67,5,,,,,,,,,,,,,,,,,EUR,4.65,Illustration Rare,snorunt,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/snorunt-227,me2pt5-227,676039,singles
2026-08-23T17:06:43+02:00,,419,Uninori,uninori,ASC 228,228,869839,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,100,31679,https://images.tcggo.com/tcggo/storage/31936/weavile-asc-228-ascended-heroes.png,https://www.tcggo.com/external/cm/31679,https://www.tcggo.com/external/tcgplayer/31679,Weavile,Weavile 228,,6.1,6.16,620,EUR,[],5.5,5.99,5.99,5.8,5.8,6,4.79,6.39,2.3,2.3,USD,37.68,5,,,,,21.19,2,,,,,,,43.11,4,,,12.26,1,178.01,5,,,,,35.63,3,,,,,,,,,,,EUR,5.05,Illustration Rare,weavile,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/weavile-228,me2pt5-228,676040,singles
2026-08-23T17:06:43+02:00,,436,Takeshi Nakamura,takeshi-nakamura,ASC 229,229,869840,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,120,31680,https://images.tcggo.com/tcggo/storage/31955/heliolisk-asc-229-ascended-heroes.png,https://www.tcggo.com/external/cm/31680,https://www.tcggo.com/external/tcgplayer/31680,Heliolisk,Heliolisk 229,,2.16,2.31,711,EUR,[],1.4,1,1,1.8,1.8,1.4,2,3,0.88,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.84,Illustration Rare,heliolisk,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/heliolisk-229,me2pt5-229,676041,singles
2026-08-23T17:06:43+02:00,,471,Tonji Matsuno,tonji-matsuno,ASC 230,230,869841,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,160,31681,https://images.tcggo.com/tcggo/storage/31974/vikavolt-asc-230-ascended-heroes.png,https://www.tcggo.com/external/cm/31681,https://www.tcggo.com/external/tcgplayer/31681,Vikavolt,Vikavolt 230,,2.48,2.39,726,EUR,[],2.3,1.4,1.4,2.4,2.4,2.3,2.4,2.45,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.44,Illustration Rare,vikavolt,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/vikavolt-230,me2pt5-230,676042,singles
2026-08-23T17:06:43+02:00,,423,mingo,mingo,ASC 231,231,869842,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,60,31682,https://images.tcggo.com/tcggo/storage/31993/ionos-wattrel-asc-231-ascended-heroes.png,https://www.tcggo.com/external/cm/31682,https://www.tcggo.com/external/tcgplayer/31682,Iono's Wattrel,Iono's Wattrel 231,,5.53,5.21,638,EUR,[],5.79,4.45,4.45,5,5,5.79,4.5,4.5,1.75,1.75,USD,35.64,5,,,,,,,,,,,,,52.81,5,,,,,53.52,5,16.54,2,12.27,1,16.07,5,,,89.2,5,10.04,1,,,22.29,1,EUR,6.81,Illustration Rare,ionos-wattrel,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/ionos-wattrel-231,me2pt5-231,676043,singles
2026-08-23T17:06:43+02:00,,390,Rond,rond,ASC 232,232,869843,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31683,https://images.tcggo.com/tcggo/storage/32012/marill-asc-232-ascended-heroes.png,https://www.tcggo.com/external/cm/31683,https://www.tcggo.com/external/tcgplayer/31683,Marill,Marill 232,,8.22,8.37,558,EUR,[],8,7.85,7.85,5.25,5.25,8,6,6.2,2.78,2.78,USD,41.55,5,,,,,24.73,5,251.26,1,,,,,66.9,5,,,,,102.96,5,,,15.98,2,21.37,5,,,160.57,5,,,,,18.77,2,EUR,11.52,Illustration Rare,marill,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/marill-232,me2pt5-232,676044,singles
2026-08-23T17:06:43+02:00,,769,mashu,mashu,ASC 233,233,869844,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,60,31684,https://images.tcggo.com/tcggo/storage/31736/misdreavus-asc-233-ascended-heroes.png,https://www.tcggo.com/external/cm/31684,https://www.tcggo.com/external/tcgplayer/31684,Misdreavus,Misdreavus 233,,4.11,4.3,580,EUR,[],3.85,2.99,2.99,3,3,3.85,4.5,5,1.7,1.7,USD,,,,,,,,,,,,,,,,,,,,,62,3,,,,,20.5,1,,,89.99,1,,,,,,,EUR,4.7,Illustration Rare,misdreavus,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/misdreavus-233,me2pt5-233,676045,singles
2026-08-23T17:06:43+02:00,,765,YASHIRO Nanaco,yashiro-nanaco,ASC 234,234,869845,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,90,31685,https://images.tcggo.com/tcggo/storage/31754/banette-asc-234-ascended-heroes.png,https://www.tcggo.com/external/cm/31685,https://www.tcggo.com/external/tcgplayer/31685,Banette,Banette 234,,6.92,6.64,457,EUR,[],5.9,5,5,5.85,5.85,7,6,6,4.4,4.4,USD,39.99,5,,,,,34.68,1,78.55,1,,,,,48.73,5,,,,,86,5,,,13.03,5,21.59,5,,,110.63,4,,,,,,,EUR,9.79,Illustration Rare,banette,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/banette-234,me2pt5-234,676046,singles
2026-08-23T17:06:43+02:00,,417,satoma,satoma,ASC 235,235,869846,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,140,31686,https://images.tcggo.com/tcggo/storage/31772/togekiss-asc-235-ascended-heroes.png,https://www.tcggo.com/external/cm/31686,https://www.tcggo.com/external/tcgplayer/31686,Togekiss,Togekiss 235,,4.06,3.8,676,EUR,[],3.95,3,3,3,3,3.95,3.85,4,1.29,1.29,USD,39.7,5,,,,,13.4,2,,,,,,,44.33,5,,,,,50.99,5,7.43,1,,,8.87,5,,,68.51,2,,,,,26.6,1,EUR,4.82,Illustration Rare,togekiss,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/togekiss-235,me2pt5-235,676047,singles
2026-08-23T17:06:43+02:00,,1068,Yoshimoto Yoshimon,yoshimoto-yoshimon,ASC 236,236,869847,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,120,31687,https://images.tcggo.com/tcggo/storage/31790/slurpuff-asc-236-ascended-heroes.png,https://www.tcggo.com/external/cm/31687,https://www.tcggo.com/external/tcgplayer/31687,Slurpuff,Slurpuff 236,,3.68,3.72,556,EUR,[],1.99,2.33,2.33,3.5,3.5,1.99,2.99,3,1.44,1.44,USD,,,,,,,,,,,,,,,,,9.5,1,,,107.3,4,,,,,,,,,,,,,,,,,EUR,6.29,Illustration Rare,slurpuff,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/slurpuff-236,me2pt5-236,676048,singles
2026-08-23T17:06:43+02:00,,820,Tomowaka,tomowaka,ASC 237,237,869848,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,140,31688,https://images.tcggo.com/tcggo/storage/31808/hops-trevenant-asc-237-ascended-heroes.png,https://www.tcggo.com/external/cm/31688,https://www.tcggo.com/external/tcgplayer/31688,Hop's Trevenant,Hop's Trevenant 237,,3.95,3.96,589,EUR,[],3.25,3.4,3.4,3.1,3.1,3.25,2.9,2.5,1,1.25,USD,,,,,,,,,,,,,,,36,2,,,,,,,,,,,12.5,1,,,,,,,,,,,EUR,3.97,Illustration Rare,hops-trevenant,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/hops-trevenant-237,me2pt5-237,676049,singles
2026-08-23T17:06:43+02:00,,373,GOSSAN,gossan,ASC 238,238,869849,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,60,31689,https://images.tcggo.com/tcggo/storage/31826/team-rockets-mimikyu-asc-238-ascended-heroes.png,https://www.tcggo.com/external/cm/31689,https://www.tcggo.com/external/tcgplayer/31689,Team Rocket's Mimikyu,Team Rocket's Mimikyu 238,,15.9,20.5,632,EUR,[],18,9,9,11.2,11.2,18,10,18.5,5,5,USD,56.52,5,,,,,26.21,4,,,,,31.22,2,95.19,5,,,26.78,2,150.54,5,15.41,2,18.61,5,31.97,5,,,208.15,5,,,,,64.67,4,EUR,17.31,Illustration Rare,team-rockets-mimikyu,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/team-rockets-mimikyu-238,me2pt5-238,676050,singles
2026-08-23T17:06:43+02:00,,432,Whisker,whisker,ASC 239,239,869850,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,100,31690,https://images.tcggo.com/tcggo/storage/31844/team-rockets-dugtrio-asc-239-ascended-heroes.png,https://www.tcggo.com/external/cm/31690,https://www.tcggo.com/external/tcgplayer/31690,Team Rocket's Dugtrio,Team Rocket's Dugtrio 239,,8.29,7.89,649,EUR,[],9,6.19,6.19,4.99,4.99,9,7.45,8.5,1.99,1.99,USD,61.35,5,,,,,29.06,2,,,,,,,72.12,5,,,,,99.24,5,,,,,17.11,5,,,142.99,2,,,,,22.29,1,EUR,7.04,Illustration Rare,team-rockets-dugtrio,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/team-rockets-dugtrio-239,me2pt5-239,676051,singles
2026-08-23T17:06:43+02:00,,389,osare,osare,ASC 240,240,869851,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,100,31691,https://images.tcggo.com/tcggo/storage/31862/hitmontop-asc-240-ascended-heroes.png,https://www.tcggo.com/external/cm/31691,https://www.tcggo.com/external/tcgplayer/31691,Hitmontop,Hitmontop 240,,4.06,3.81,595,EUR,[],4,2.5,2.5,3.98,3.98,4.25,3.4,3.89,1.5,1.5,USD,,,,,,,,,,,,,,,20.5,1,,,,,226.5,2,,,,,51.69,1,,,,,,,,,,,EUR,5.05,Illustration Rare,hitmontop,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/hitmontop-240,me2pt5-240,676052,singles
2026-08-23T17:06:43+02:00,,382,KEIICHIRO ITO,keiichiro-ito,ASC 241,241,869852,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,120,31692,https://images.tcggo.com/tcggo/storage/31880/medicham-asc-241-ascended-heroes.png,https://www.tcggo.com/external/cm/31692,https://www.tcggo.com/external/tcgplayer/31692,Medicham,Medicham 241,,2.48,2.39,726,EUR,[],2.5,2.39,2.39,2.9,2.9,2.99,2.9,3.98,1,1,USD,92.12,1,,,,,,,,,,,,,45,1,,,,,130,5,,,,,,,,,99.99,2,,,,,,,EUR,4.38,Illustration Rare,medicham,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/medicham-241,me2pt5-241,676053,singles
2026-08-23T17:06:43+02:00,,503,sui,sui,ASC 242,242,869853,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,90,31693,https://images.tcggo.com/tcggo/storage/31899/carbink-asc-242-ascended-heroes.png,https://www.tcggo.com/external/cm/31693,https://www.tcggo.com/external/tcgplayer/31693,Carbink,Carbink 242,,3.52,3.13,608,EUR,[],3,2.85,2.85,2.5,2.5,3.45,3,3.4,1.2,1.2,USD,,,,,,,,,,,,,,,42.51,1,,,,,88.6,2,,,,,,,,,,,,,,,,,EUR,4.45,Illustration Rare,carbink,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/carbink-242,me2pt5-242,676054,singles
2026-08-23T17:06:43+02:00,,476,Yano Keiji,yano-keiji,ASC 243,243,869854,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,120,31694,https://images.tcggo.com/tcggo/storage/31918/mightyena-asc-243-ascended-heroes.png,https://www.tcggo.com/external/cm/31694,https://www.tcggo.com/external/tcgplayer/31694,Mightyena,Mightyena 243,,6.94,8.19,565,EUR,[],4.5,5,5,4.75,4.75,6.5,6,8,2.99,2.99,USD,39.02,5,,,,,26.42,3,,,,,,,44.6,5,17.83,1,,,93.29,5,,,11.9,2,19.33,5,,,95.45,1,,,,,,,EUR,6.16,Illustration Rare,mightyena,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/mightyena-243,me2pt5-243,676055,singles
2026-08-23T17:06:43+02:00,,462,hncl,hncl,ASC 244,244,869855,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31695,https://images.tcggo.com/tcggo/storage/31937/cynthias-spiritomb-asc-244-ascended-heroes.png,https://www.tcggo.com/external/cm/31695,https://www.tcggo.com/external/tcgplayer/31695,Cynthia's Spiritomb,Cynthia's Spiritomb 244,,7.44,6.95,608,EUR,[],7.5,5.5,5.5,8,8,7.5,7,12.5,2.8,2.8,USD,43.73,5,,,,,25.29,3,,,,,,,60.96,5,,,,,108.64,5,,,,,24.53,5,,,177.01,5,,,,,31.54,1,EUR,6.79,Illustration Rare,cynthias-spiritomb,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/cynthias-spiritomb-244,me2pt5-244,676056,singles
2026-08-23T17:06:43+02:00,,442,Krgc,krgc,ASC 245,245,869856,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,170,31696,https://images.tcggo.com/tcggo/storage/31956/galarian-obstagoon-asc-245-ascended-heroes.png,https://www.tcggo.com/external/cm/31696,https://www.tcggo.com/external/tcgplayer/31696,Galarian Obstagoon,Galarian Obstagoon 245,,3.16,3.15,748,EUR,[],0.5,2.49,2.5,2.3,2.3,0.5,2.9,3.34,0.75,0.75,USD,,,,,,,,,,,,,,,15.55,1,,,,,,,,,,,,,,,,,,,,,,,EUR,2.81,Illustration Rare,galarian-obstagoon,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/galarian-obstagoon-245,me2pt5-245,676057,singles
2026-08-23T17:06:43+02:00,,381,sowsow,sowsow,ASC 246,246,869857,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,90,31697,https://images.tcggo.com/tcggo/storage/31975/mawile-asc-246-ascended-heroes.png,https://www.tcggo.com/external/cm/31697,https://www.tcggo.com/external/tcgplayer/31697,Mawile,Mawile 246,,5.21,5.26,540,EUR,[],5.91,3.9,3.99,3.9,3.9,6,4,2.35,2.35,2.35,USD,36.32,5,,,,,17.79,1,,,,,,,58.94,5,,,,,129.99,5,,,,,31.74,2,,,,,,,,,,,EUR,5.13,Illustration Rare,mawile,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/mawile-246,me2pt5-246,676058,singles
2026-08-23T17:06:43+02:00,,386,Jerky,jerky,ASC 247,247,869858,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31698,https://images.tcggo.com/tcggo/storage/31994/dreepy-asc-247-ascended-heroes.png,https://www.tcggo.com/external/cm/31698,https://www.tcggo.com/external/tcgplayer/31698,Dreepy,Dreepy 247,,5.29,4.99,708,EUR,[],5.4,3.5,3.5,7,7,5.4,4,3.95,2.4,2.4,USD,57.5,4,,,,,,,,,,,,,84.05,2,,,,,62.56,5,,,11.59,1,19.33,5,,,119.42,4,,,,,,,EUR,5.89,Illustration Rare,dreepy,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/dreepy-247,me2pt5-247,676059,singles
2026-08-23T17:06:43+02:00,,386,Jerky,jerky,ASC 248,248,869859,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,90,31699,https://images.tcggo.com/tcggo/storage/32013/drakloak-asc-248-ascended-heroes.png,https://www.tcggo.com/external/cm/31699,https://www.tcggo.com/external/tcgplayer/31699,Drakloak,Drakloak 248,,5.86,5.86,737,EUR,[],4.9,5.5,5.5,6.78,6.78,4.9,4.45,4.5,2.8,2.8,USD,32.02,5,,,,,13.96,4,,,,,,,44.29,2,,,,,48.65,5,11.54,1,9.45,3,13.03,5,,,163.91,2,,,,,24.99,1,EUR,4.63,Illustration Rare,drakloak,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/drakloak-248,me2pt5-248,676060,singles
2026-08-23T17:06:43+02:00,,454,kantaro,kantaro,ASC 249,249,869860,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,150,31700,https://images.tcggo.com/tcggo/storage/31737/larrys-staraptor-asc-249-ascended-heroes.png,https://www.tcggo.com/external/cm/31700,https://www.tcggo.com/external/tcgplayer/31700,Larry's Staraptor,Larry's Staraptor 249,,4.59,4.57,630,EUR,[],3.75,3.8,3.8,3.5,3.5,3.75,4.69,4.9,1,1,USD,,,,,,,,,,,,,,,100,1,,,,,,,,,,,,,,,,,,,,,,,EUR,4,Illustration Rare,larrys-staraptor,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/larrys-staraptor-249,me2pt5-249,676061,singles
2026-08-23T17:06:43+02:00,,465,Yukihiro Tada,yukihiro-tada,ASC 250,250,869861,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31701,https://images.tcggo.com/tcggo/storage/31755/fan-rotom-asc-250-ascended-heroes.png,https://www.tcggo.com/external/cm/31701,https://www.tcggo.com/external/tcgplayer/31701,Fan Rotom,Fan Rotom 250,,2.8,2.9,777,EUR,[],2.49,1.99,1.99,2.95,2.95,2.49,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.66,Illustration Rare,fan-rotom,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/fan-rotom-250,me2pt5-250,676062,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 251,251,869862,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,200,31702,https://images.tcggo.com/tcggo/storage/31773/sprigatito-ex-asc-251-ascended-heroes.png,https://www.tcggo.com/external/cm/31702,https://www.tcggo.com/external/tcgplayer/31702,Sprigatito ex,Sprigatito ex 251,,1.81,1.87,754,EUR,[],1.3,1,1.49,1.49,1.49,1.49,1,1,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.9,Ultra Rare,sprigatito-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/sprigatito-ex-251,me2pt5-251,676063,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 252,252,869863,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,210,31703,https://images.tcggo.com/tcggo/storage/31791/stunfisk-ex-asc-252-ascended-heroes.png,https://www.tcggo.com/external/cm/31703,https://www.tcggo.com/external/tcgplayer/31703,Stunfisk ex,Stunfisk ex 252,,0.76,0.78,1425,EUR,[],0.4,0.29,0.29,0.4,0.4,0.4,0.4,0.4,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.62,Ultra Rare,stunfisk-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/stunfisk-ex-252,me2pt5-252,676064,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 253,253,869864,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,270,31704,https://images.tcggo.com/tcggo/storage/31809/mega-audino-ex-asc-253-ascended-heroes.png,https://www.tcggo.com/external/cm/31704,https://www.tcggo.com/external/tcgplayer/31704,Mega Audino ex,Mega Audino ex 253,,1.58,1.48,1162,EUR,[],0.95,1.19,1.19,1.45,1.45,0.95,0.95,0.99,0.49,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.46,Ultra Rare,mega-audino-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/mega-audino-ex-253,me2pt5-253,676065,singles
