captured_at,sort_price_field,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-17T14:43:18+02:00,lowest_near_mint,,397,Kurata So,kurata-so,PBL 61,61,895846,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49830,https://images.tcggo.com/tcggo/storage/38186/shieldon-61-pitch-black.png,https://www.tcggo.com/external/cm/49830,https://www.tcggo.com/external/tcgplayer/49830,Shieldon,Shieldon 61,0.05,0.04,4025,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.19,Common,shieldon,,https://www.tcggo.com/pokemon/pitch-black/shieldon-5,PBL-61,704818,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,552,Kinu Nishimura,kinu-nishimura,PBL 62,62,895847,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49831,https://images.tcggo.com/tcggo/storage/38187/bastiodon-62-pitch-black.png,https://www.tcggo.com/external/cm/49831,https://www.tcggo.com/external/tcgplayer/49831,Bastiodon,Bastiodon 62,0.19,0.13,2409,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.26,rare,bastiodon,,https://www.tcggo.com/pokemon/pitch-black/bastiodon-7,PBL-62,704819,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,370,Saboteri,saboteri,PBL 63,63,895848,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49832,https://images.tcggo.com/tcggo/storage/38188/bronzor-63-pitch-black.png,https://www.tcggo.com/external/cm/49832,https://www.tcggo.com/external/tcgplayer/49832,Bronzor,Bronzor 63,0.03,0.03,4338,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Common,bronzor,,https://www.tcggo.com/pokemon/pitch-black/bronzor-23,PBL-63,704820,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,428,Uta,uta,PBL 64,64,895849,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49833,https://images.tcggo.com/tcggo/storage/38189/bronzong-64-pitch-black.png,https://www.tcggo.com/external/cm/49833,https://www.tcggo.com/external/tcgplayer/49833,Bronzong,Bronzong 64,0.03,0.03,4835,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Uncommon,bronzong,,https://www.tcggo.com/pokemon/pitch-black/bronzong-28,PBL-64,704821,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,420,Masako Tomii,masako-tomii,PBL 68,68,895852,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49837,https://images.tcggo.com/tcggo/storage/38193/toucannon-68-pitch-black.png,https://www.tcggo.com/external/cm/49837,https://www.tcggo.com/external/tcgplayer/49837,Toucannon,Toucannon 68,0.07,0.06,4075,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.16,Uncommon,toucannon,,https://www.tcggo.com/pokemon/pitch-black/toucannon-3,PBL-68,704825,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,407,Ligton,ligton,PBL 69,69,895853,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49838,https://images.tcggo.com/tcggo/storage/38194/type-null-69-pitch-black.png,https://www.tcggo.com/external/cm/49838,https://www.tcggo.com/external/tcgplayer/49838,Type: Null,Type: Null 69,0.03,0.03,4290,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.21,Common,type-null,,https://www.tcggo.com/pokemon/pitch-black/type-null-4,PBL-69,704826,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,388,Takumi Wada,takumi-wada,PBL 70,70,895853,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49839,https://images.tcggo.com/tcggo/storage/38195/silvally-70-pitch-black.png,https://www.tcggo.com/external/cm/49839,https://www.tcggo.com/external/tcgplayer/49839,Silvally,Silvally 70,0.1,0.09,2804,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.25,rare,silvally,,https://www.tcggo.com/pokemon/pitch-black/silvally-1,PBL-70,704827,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,779,Wintr Wandr,wintr-wandr,PBL 71,71,895855,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49840,https://images.tcggo.com/tcggo/storage/38196/bombirdier-71-pitch-black.png,https://www.tcggo.com/external/cm/49840,https://www.tcggo.com/external/tcgplayer/49840,Bombirdier,Bombirdier 71,0.03,0.03,5391,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.18,Common,bombirdier,,https://www.tcggo.com/pokemon/pitch-black/bombirdier-4,PBL-71,704828,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,453,AYUMI ODASHIMA,ayumi-odashima,PBL 72,72,895856,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49841,https://images.tcggo.com/tcggo/storage/38197/antique-armor-fossil-72-pitch-black.png,https://www.tcggo.com/external/cm/49841,https://www.tcggo.com/external/tcgplayer/49841,Antique Armor Fossil,Antique Armor Fossil 72,0.06,0.05,4300,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.24,Common,antique-armor-fossil,,https://www.tcggo.com/pokemon/pitch-black/antique-armor-fossil,PBL-72,704829,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,453,AYUMI ODASHIMA,ayumi-odashima,PBL 73,73,895857,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49842,https://images.tcggo.com/tcggo/storage/38198/antique-skull-fossil-73-pitch-black.png,https://www.tcggo.com/external/cm/49842,https://www.tcggo.com/external/tcgplayer/49842,Antique Skull Fossil,Antique Skull Fossil 73,0.06,0.05,3588,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.18,Common,antique-skull-fossil,,https://www.tcggo.com/pokemon/pitch-black/antique-skull-fossil,PBL-73,704830,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,458,Toyste Beach,toyste-beach,PBL 74,74,895858,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49843,https://images.tcggo.com/tcggo/storage/38199/backtrack-badge-74-pitch-black.png,https://www.tcggo.com/external/cm/49843,https://www.tcggo.com/external/tcgplayer/49843,Backtrack Badge,Backtrack Badge 74,0.07,0.05,3966,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.2,Uncommon,backtrack-badge,,https://www.tcggo.com/pokemon/pitch-black/backtrack-badge,PBL-74,704831,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,368,Oswaldo KATO,oswaldo-kato,PBL 76,76,895860,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49845,https://images.tcggo.com/tcggo/storage/38201/fossil-quarry-76-pitch-black.png,https://www.tcggo.com/external/cm/49845,https://www.tcggo.com/external/tcgplayer/49845,Fossil Quarry,Fossil Quarry 76,0.09,0.07,4017,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.22,Uncommon,fossil-quarry,,https://www.tcggo.com/pokemon/pitch-black/fossil-quarry,PBL-76,704833,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,430,akagi,akagi,PBL 77,77,895861,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49846,https://images.tcggo.com/tcggo/storage/38202/gladions-final-battle-77-pitch-black.png,https://www.tcggo.com/external/cm/49846,https://www.tcggo.com/external/tcgplayer/49846,Gladion's Final Battle,Gladion's Final Battle 77,0.07,0.05,4691,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.2,Uncommon,gladions-final-battle,,https://www.tcggo.com/pokemon/pitch-black/gladions-final-battle,PBL-77,704834,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,405,nagimiso,nagimiso,PBL 78,78,895862,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49847,https://images.tcggo.com/tcggo/storage/38203/gwynn-78-pitch-black.png,https://www.tcggo.com/external/cm/49847,https://www.tcggo.com/external/tcgplayer/49847,Gwynn,Gwynn 78,0.14,0.09,4369,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.25,Uncommon,gwynn,,https://www.tcggo.com/pokemon/pitch-black/gwynn,PBL-78,704835,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,459,GIDORA,gidora,PBL 79,79,895863,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49848,https://images.tcggo.com/tcggo/storage/38204/jett-79-pitch-black.png,https://www.tcggo.com/external/cm/49848,https://www.tcggo.com/external/tcgplayer/49848,Jett,Jett 79,0.04,0.03,5268,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.17,Uncommon,jett,,https://www.tcggo.com/pokemon/pitch-black/jett,PBL-79,704836,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,477,En Morikura,en-morikura,PBL 80,80,895864,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49849,https://images.tcggo.com/tcggo/storage/38205/mistys-vitality-80-pitch-black.png,https://www.tcggo.com/external/cm/49849,https://www.tcggo.com/external/tcgplayer/49849,Misty's Vitality,Misty's Vitality 80,0.1,0.07,4548,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.21,Uncommon,mistys-vitality,,https://www.tcggo.com/pokemon/pitch-black/mistys-vitality,PBL-80,704837,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,385,Teeziro,teeziro,PBL 81,81,895865,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49850,https://images.tcggo.com/tcggo/storage/38206/rust-syndicate-grunt-81-pitch-black.png,https://www.tcggo.com/external/cm/49850,https://www.tcggo.com/external/tcgplayer/49850,Rust Syndicate Grunt,Rust Syndicate Grunt 81,0.05,0.04,4910,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.13,Uncommon,rust-syndicate-grunt,,https://www.tcggo.com/pokemon/pitch-black/rust-syndicate-grunt,PBL-81,704838,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,464,inose yukie,inose-yukie,PBL 82,82,895866,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49851,https://images.tcggo.com/tcggo/storage/38207/tremendous-bomb-82-pitch-black.png,https://www.tcggo.com/external/cm/49851,https://www.tcggo.com/external/tcgplayer/49851,Tremendous Bomb,Tremendous Bomb 82,0.06,0.05,4182,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Uncommon,tremendous-bomb,,https://www.tcggo.com/pokemon/pitch-black/tremendous-bomb,PBL-82,704839,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,,,,PBL 83,83,895867,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49852,https://images.tcggo.com/tcggo/storage/38208/shadowy-d-energy-83-pitch-black.png,https://www.tcggo.com/external/cm/49852,https://www.tcggo.com/external/tcgplayer/49852,Shadowy [D] Energy,Shadowy [D] Energy 83,0.2,0.16,2770,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.21,rare,shadowy-d-energy,,https://www.tcggo.com/pokemon/pitch-black/shadowy-d-energy,PBL-83,704840,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,,,,PBL 84,84,895868,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49853,https://images.tcggo.com/tcggo/storage/38209/voltaic-l-energy-84-pitch-black.png,https://www.tcggo.com/external/cm/49853,https://www.tcggo.com/external/tcgplayer/49853,Voltaic [L] Energy,Voltaic [L] Energy 84,0.25,0.19,2877,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.25,rare,voltaic-l-energy,,https://www.tcggo.com/pokemon/pitch-black/voltaic-l-energy,PBL-84,704841,singles
